5Novembre Venezuela
-0.95534650395930054
-1.0
1.0
-1.0
-1.0
1.0
-0.74697584216979729
1.0
0.0
-1.0
-0.88423897136267415
1.0
-1.0
1.0
-1.0
-1.0
1.0
-0.97904907468814839
-1.0
1.0
-1.0
-1.0
-1.0
1.0
0.0
-1.0
1.0
-1.0
-1.0
-1.0
-1.0
-0.76847794272534831
-0.69394246923395642
1.0
-0.86650426630891964
0.66666666666666663
-1.0
1.0
0.84999999999999998
1.0
1.0
1.0
-0.94896750082681136
-1.0
1.0
-0.9106931264469198
1.0
-1.0
-0.31814625104507394
-1.0
-1.0
-0.91069300791860108
-0.98603269044804198
1.0
1.0
-1.0
1.0
-1.0
1.0
-0.76588118796799298
1.0
1.0
-1.0
-1.0
1.0
1.0
-0.55090212663467808
-1.0
-1.0
-0.9156586140565991
-1.0
-0.97921814663215123
-0.99534423014934736
-1.0
1.0
-1.0
1.0
-1.0
1.0
-1.0
-1.0
1.0
1.0
0.67619047619047623
-0.95809814937629678
-1.0
0.0
-0.5
1.0
-1.0
1.0
-1.0
-1.0
1.0
-0.93714728153116544
-1.0
1.0
0.045561275916989552
1.0
-0.95111455206703799
1.0
-0.8258910430095503
1.0
-0.93748540781526013
1.0
-1.0
-1.0
-1.0
-0.5
1.0
1.0
1.0
-0.91619641368603399
-1.0
1.0
1.0
-1.0
-1.0
-1.0
-0.94211948568133708
1.0
1.0
-0.69821460516364775
1.0
-1.0
-1.0
-0.76847794272534831
-1.0
1.0
-1.0
-1.0
-0.94211941539442134
1.0
-1.0
0.0
-1.0
-1.0
0.25
1.0
0.11576102863732585
1.0
1.0
1.0
1.0
-1.0
-1.0
-0.95443872408301045
-1.0
-1.0
-1.0
-0.72774989279244662
-1.0
-1.0
-0.74697584216979729
1.0
1.0
1.0
0.0
-1.0
-0.95843633312711174
1.0
1.0
-1.0
-1.0
-1.0
1.0
-1.0
1.0
1.0
-0.64090909629811543
0.0
1.0
-1.0
-1.0
-0.33333333333333331
1.0
1.0
-1.0
1.0
-1.0
1.0
-1.0
-1.0
-1.0
1.0
-0.99301634522402105
1.0
-1.0
-1.0
-1.0
-1.0
1.0
1.0
1.0
-1.0
-1.0
-1.0
-0.74697584216979729
1.0
-0.74697584216979729
1.0
1.0
-1.0
1.0
1.0
-1.0
1.0
-0.93439557864744893
-1.0
-0.80478462672879802
-1.0
1.0
1.0
0.91111111111111109
-0.92938582546329407
1.0
1.0
1.0
-0.98603269044804198
-1.0
1.0
1.0
-1.0
1.0
1.0
-0.47904910342150853
0.0
-1.0
1.0
-0.71931378255953338
-0.99301634522402105
-0.91619641368603399
1.0
-0.62807961026294756
-1.0
1.0
1.0
-0.33333333333333331
-0.91619641368603399
-1.0
-0.99534423014934736
0.33333333333333331
-1.0
-1.0
-0.76846739603302794
-1.0
-1.0
1.0
1.0
1.0
-0.91069300791860108
1.0
-1.0
-0.97206541991216944
-1.0
-1.0
1.0
-1.0
1.0
0.0
-1.0
-0.91619641368603399
1.0
-0.26801054936953039
-0.94958196338683387
-1.0
1.0
1.0
1.0
1.0
-0.76847794272534831
-1.0
1.0
-1.0
1.0
-1.0
1.0
1.0
-1.0
-1.0
-0.97904907468814839
-0.64090909629811543
0.66666666666666663
1.0
1.0
1.0
-1.0
-1.0
-0.61352069641885754
-1.0
-1.0
1.0
0.0
0.8666666666666667
-1.0
1.0
1.0
1.0
1.0
-1.0
-1.0
-1.0
-0.98603269044804198
-1.0
-1.0
0.73333333333333328
1.0
0.75
-1.0
-0.99068847330405641
1.0
-0.91619629875259345
-1.0
-1.0
-1.0
-1.0
-1.0
-1.0
1.0
1.0
-1.0
-1.0
-0.95809814937629678
0.33333333333333331
1.0
-0.63128698177173947
1.0
0.6071428571428571
0.11576116921115731
1.0
1.0
-1.0
1.0
-1.0
-1.0
-0.97904907468814839
1.0
-1.0
-0.94556478214662987
1.0
1.0
-1.0
-1.0
-1.0
0.83333333333333337
-1.0
1.0
1.0
1.0
-1.0
1.0
-0.91619641368603399
-1.0
1.0
1.0
-1.0
-1.0
-0.97904907468814839
-1.0
1.0
-1.0
-0.87886337593687069
-0.76847794272534831
1.0
-1.0
-1.0
-1.0
1.0
0.33333333333333331
1.0
-1.0
-1.0
-1.0
-1.0
-1.0
1.0
-0.76847794272534831
0.33333333333333331
-0.76847794272534831
-1.0
1.0
1.0
-1.0
-1.0
-1.0
-0.76847794272534831
-1.0
0.0
0.33333333333333331
-0.8672912654994086
-1.0
-0.94211941539442134
1.0
1.0
0.73333333333333328
1.0
1.0
1.0
-1.0
-0.96345105281974375
-1.0
-1.0
0.66666666666666663
-1.0
-0.59720996513997238
-1.0
1.0
-0.33333333333333331
-0.23977126085317779
-1.0
-1.0
1.0
-1.0
-1.0
-1.0
-0.93333068836002608
-1.0
-1.0
1.0
1.0
-0.90887754906139184
1.0
-1.0
1.0
1.0
1.0
-1.0
-1.0
1.0
-1.0
1.0
-0.99999988079071045
1.0
-1.0
-1.0
1.0
1.0
-0.8734879210848987
-1.0
1.0
1.0
-1.0
1.0
-0.99650816378223372
-1.0
-1.0
-0.85965689127976663
1.0
-0.98603269044804198
-1.0
1.0
1.0
-1.0
-0.61422504135104838
-1.0
-1.0
-1.0
1.0
-1.0
-1.0
0.68888888888888877
1.0
-1.0
1.0
1.0
1.0
-0.65178212737638663
1.0
-1.0
-1.0
0.0
-1.0
0.52777777777777779
1.0
-1.0
0.0
1.0
1.0
1.0
-0.85965689127976663
0.55788058460557866
-0.96557523278888102
0.0
0.0
-1.0
1.0
-1.0
1.0
-0.90643792751984442
-1.0
1.0
0.33333333333333331
1.0
1.0
-1.0
1.0
0.11111111111111109
-1.0
1.0
-1.0
-1.0
1.0
-0.95843633312711174
-1.0
1.0
-1.0
-1.0
1.0
-1.0
-1.0
-1.0
1.0
-1.0
-1.0
1.0
1.0
1.0
-1.0
-0.65948324117164236
-1.0
-1.0
-1.0
-1.0
-1.0
-0.20000000000000001
1.0
-1.0
-0.9999997615814209
-1.0
-0.79441308398243393
-0.76756352720642618
-1.0
0.0
-1.0
-1.0
-0.85965686316459022
1.0
-1.0
-1.0
1.0
1.0
1.0
1.0
-1.0
1.0
-1.0
-0.97921814663215123
1.0
-0.91619641368603399
0.11576116921115731
1.0
1.0
1.0
1.0
-0.9088774481660209
-1.0
1.0
1.0
1.0
-1.0
0.0
-1.0
1.0
-1.0
1.0
1.0
-1.0
-0.55090559117139704
1.0
1.0
-1.0
1.0
-0.74995851633565402
-1.0
-0.86577653664606846
1.0
-1.0
-1.0
-1.0
